participant_id,session_id,repetition_id,label,timestamp_ms,ax,ay,az,gx,gy,gz
septian,S1,R1,rotate,63532,0.1974,0.1203,-0.0642,40.4025,-15.3366,235.3795
septian,S1,R1,rotate,63542,0.1954,0.1251,-0.0631,44.4582,-17.6575,238.2611
septian,S1,R1,rotate,63552,0.1936,0.13,-0.0619,49.2444,-21.053,240.3191
septian,S1,R1,rotate,63562,0.1918,0.1349,-0.0607,55.0644,-25.7204,241.8416
septian,S1,R1,rotate,63572,0.1901,0.1399,-0.0596,62.1141,-31.8375,243.0019
septian,S1,R1,rotate,63582,0.1885,0.1449,-0.0584,70.6469,-39.5583,243.909
septian,S1,R1,rotate,63592,0.1869,0.1496,-0.0573,80.9408,-48.8268,244.6333
septian,S1,R1,rotate,63602,0.1855,0.154,-0.0562,93.0129,-59.2294,245.2225
septian,S1,R1,rotate,63612,0.1843,0.1579,-0.0551,106.2604,-69.6665,245.7094
septian,S1,R1,rotate,63622,0.1833,0.1613,-0.054,120.1418,-81.1067,246.1172
septian,S1,R1,rotate,63632,0.1824,0.1642,-0.053,133.4172,-94.4131,246.463
septian,S1,R1,rotate,63642,0.1814,0.1666,-0.052,145.353,-108.1065,246.7593
septian,S1,R1,rotate,63652,0.1805,0.1686,-0.051,156.2482,-120.5175,247.0156
septian,S1,R1,rotate,63662,0.1796,0.1703,-0.0501,167.2388,-129.8244,247.239
septian,S1,R1,rotate,63672,0.1787,0.1713,-0.0493,180.2963,-135.958,247.4354
septian,S1,R1,rotate,63682,0.1779,0.1713,-0.0486,195.4564,-139.2454,247.6091
septian,S1,R1,rotate,63692,0.1771,0.1707,-0.0479,207.842,-140.4824,247.7637
septian,S1,R1,rotate,63702,0.1762,0.1692,-0.0473,217.3095,-140.2893,247.9021
septian,S1,R1,rotate,63712,0.1753,0.1667,-0.0468,224.3119,-139.0687,248.0265
septian,S1,R1,rotate,63722,0.1743,0.1636,-0.0464,229.4484,-136.6049,248.1389
septian,S1,R1,rotate,63732,0.1733,0.1602,-0.0462,231.6486,-132.3912,248.241
septian,S1,R1,rotate,63742,0.1726,0.156,-0.0464,229.8928,-125.89,248.3339
septian,S1,R1,rotate,63752,0.1724,0.1504,-0.0464,227.0379,-116.1628,248.4189
septian,S1,R1,rotate,63762,0.1728,0.1436,-0.0461,223.0532,-103.3207,248.4969
septian,S1,R1,rotate,63772,0.173,0.136,-0.0456,216.9548,-89.6135,248.5686
septian,S1,R1,rotate,63782,0.1741,0.1294,-0.0456,203.1227,-65.2426,242.9975
septian,S1,R1,rotate,63792,0.1758,0.1239,-0.0455,182.4416,-40.5485,230.8622
septian,S1,R1,rotate,63802,0.1774,0.1196,-0.0453,154.7949,-26.3848,212.0842
septian,S1,R1,rotate,63812,0.1786,0.1153,-0.0453,124.7128,-25.3407,192.7227
septian,S1,R1,rotate,63822,0.1793,0.1106,-0.0454,98.6931,-28.3125,178.2605
septian,S1,R1,rotate,63832,0.1799,0.1054,-0.0456,80.0372,-29.0756,164.0194
septian,S1,R1,rotate,63842,0.1807,0.1001,-0.0456,67.7124,-27.3667,146.2802
septian,S1,R1,rotate,63852,0.1816,0.0944,-0.0458,59.2259,-25.3681,124.7591
septian,S1,R1,rotate,63862,0.1824,0.0887,-0.0459,52.032,-23.7778,98.8637
septian,S1,R1,rotate,63872,0.1833,0.0833,-0.046,44.2082,-22.1967,68.8055
